engagementid,contentid,contenttype,likes,engagementdate,campaignid,productid,views,clicks
366,CONT_00366,SocialMedia,813,2024-09-10,CAMP_007,23,34264,4699
367,CONT_00367,Newsletter,5223,2024-07-25,CAMP_008,11,49224,14310
368,CONT_00368,Blog,45,2024-05-12,CAMP_002,2,729,115
369,CONT_00369,SocialMedia,941,2023-10-19,CAMP_008,25,44646,5610
370,CONT_00370,Video,490,2023-04-28,CAMP_010,29,19601,1218
371,CONT_00371,Video,196,2024-08-17,CAMP_006,23,4722,657
372,CONT_00372,Blog,28,2024-10-05,CAMP_010,2,3837,151
373,CONT_00373,Newsletter,973,2023-07-20,CAMP_006,28,23443,2548
374,CONT_00374,Video,530,2023-07-28,CAMP_007,41,29930,2327
375,CONT_00375,Blog,154,2024-06-17,CAMP_003,17,40490,456
376,CONT_00376,Video,280,2024-12-27,CAMP_007,43,34678,1957
377,CONT_00377,Video,224,2023-01-07,CAMP_008,19,10387,861
378,CONT_00378,Blog,31,2023-06-27,CAMP_006,11,28542,258
379,CONT_00379,Video,1358,2023-03-24,CAMP_004,17,13748,2756
380,CONT_00380,Blog,289,2023-01-29,CAMP_010,23,12720,814
381,CONT_00381,Video,1099,2024-11-26,CAMP_001,7,32729,6111
382,CONT_00382,Newsletter,189,2024-07-16,CAMP_005,36,29934,642
383,CONT_00383,SocialMedia,1266,2023-07-29,CAMP_004,49,29703,3129
384,CONT_00384,Newsletter,30,2024-08-22,CAMP_007,42,7271,157
385,CONT_00385,Video,41,2024-01-27,CAMP_005,25,7649,609
386,CONT_00386,Video,1073,2024-04-19,CAMP_009,23,31925,6210
387,CONT_00387,Newsletter,190,2023-03-01,CAMP_002,42,3628,585
388,CONT_00388,Video,4636,2023-06-08,CAMP_006,30,38090,9558
389,CONT_00389,Blog,1063,2024-03-18,CAMP_002,1,38442,2845
390,CONT_00390,SocialMedia,448,2023-09-14,CAMP_004,34,41698,5537
391,CONT_00391,SocialMedia,21,2023-09-10,CAMP_003,44,22360,1204
392,CONT_00392,Newsletter,559,2023-05-06,CAMP_010,34,37489,1980
393,CONT_00393,Blog,430,2024-09-11,CAMP_001,22,12668,2221
394,CONT_00394,SocialMedia,908,2023-01-16,CAMP_009,15,28881,8061
395,CONT_00395,Blog,86,2023-04-18,CAMP_007,41,35056,4793
396,CONT_00396,Newsletter,592,2024-12-13,CAMP_002,38,26835,4903
397,CONT_00397,Blog,72,2023-04-14,CAMP_010,30,22020,154
398,CONT_00398,Blog,1265,2023-12-23,CAMP_005,2,32287,4854
399,CONT_00399,Newsletter,263,2024-06-06,CAMP_008,28,8125,1317
400,CONT_00400,Newsletter,1016,2023-04-30,CAMP_006,48,42673,5050
401,CONT_00401,Video,2465,2024-04-17,CAMP_010,11,28327,5202
402,CONT_00402,Newsletter,178,2024-05-02,CAMP_004,11,27300,1906
403,CONT_00403,Video,107,2024-11-23,CAMP_010,6,32548,752
404,CONT_00404,Blog,1325,2024-11-30,CAMP_002,17,27074,6315
405,CONT_00405,Blog,31,2024-04-04,CAMP_007,34,20697,1616
406,CONT_00406,SocialMedia,3646,2024-01-29,CAMP_009,6,38333,8356
407,CONT_00407,Newsletter,2963,2024-10-04,CAMP_002,38,23714,6688
408,CONT_00408,Blog,27,2023-07-10,CAMP_004,28,987,90
409,CONT_00409,SocialMedia,1771,2024-04-18,CAMP_004,35,48268,10889
410,CONT_00410,Blog,279,2023-07-17,CAMP_005,5,5431,1126
411,CONT_00411,SocialMedia,2941,2023-05-03,CAMP_007,48,44668,7939
412,CONT_00412,SocialMedia,104,2023-10-21,CAMP_008,25,4784,272
413,CONT_00413,SocialMedia,954,2024-07-05,CAMP_008,49,13933,2141
414,CONT_00414,SocialMedia,153,2023-11-28,CAMP_006,27,20949,1041
415,CONT_00415,Video,35,2024-02-10,CAMP_009,35,13213,313
416,CONT_00416,Video,483,2024-04-29,CAMP_001,1,27010,3346
417,CONT_00417,Video,25,2023-11-02,CAMP_009,43,13236,235
418,CONT_00418,Video,424,2024-01-18,CAMP_007,1,48721,1754
419,CONT_00419,Blog,270,2024-12-01,CAMP_010,3,17840,611
420,CONT_00420,SocialMedia,2941,2023-07-09,CAMP_009,34,26855,6656
421,CONT_00421,SocialMedia,547,2024-12-10,CAMP_007,3,31124,3412
422,CONT_00422,Newsletter,170,2023-09-26,CAMP_010,13,28938,3353
423,CONT_00423,Blog,942,2023-05-17,CAMP_003,38,12950,1899
424,CONT_00424,SocialMedia,31,2023-01-07,CAMP_004,1,953,128
425,CONT_00425,SocialMedia,112,2023-10-21,CAMP_008,27,7836,381
426,CONT_00426,Video,819,2024-07-28,CAMP_007,36,48036,7869
427,CONT_00427,Blog,1339,2023-05-15,CAMP_003,41,15826,3941
428,CONT_00428,Newsletter,581,2023-03-18,CAMP_006,23,37095,1741
429,CONT_00429,SocialMedia,714,2024-05-30,CAMP_009,16,12650,1545
430,CONT_00430,Blog,111,2024-05-13,CAMP_002,27,6291,459
431,CONT_00431,Blog,1283,2023-03-16,CAMP_008,49,16513,4175
432,CONT_00432,Newsletter,1019,2023-11-14,CAMP_010,1,10627,2142
433,CONT_00433,Newsletter,2065,2024-06-27,CAMP_009,5,45780,11284
434,CONT_00434,Blog,32,2024-03-03,CAMP_008,35,2484,304
435,CONT_00435,Blog,919,2024-09-16,CAMP_004,39,33971,4036
436,CONT_00436,Video,1559,2023-03-01,CAMP_009,10,37680,3708
437,CONT_00437,SocialMedia,799,2023-10-08,CAMP_007,37,42852,8518
438,CONT_00438,Video,857,2024-03-07,CAMP_010,34,21255,2057
439,CONT_00439,SocialMedia,66,2023-06-21,CAMP_005,33,11925,225
440,CONT_00440,Newsletter,358,2024-03-18,CAMP_003,15,45006,1450
441,CONT_00441,Blog,130,2023-03-08,CAMP_010,18,25980,4132
442,CONT_00442,Newsletter,49,2023-06-04,CAMP_009,1,6047,617
443,CONT_00443,Video,29,2024-07-29,CAMP_004,49,7393,699
444,CONT_00444,Newsletter,1269,2024-05-30,CAMP_006,26,36446,7364
445,CONT_00445,SocialMedia,3497,2024-12-20,CAMP_002,31,29904,8971
446,CONT_00446,SocialMedia,480,2024-02-22,CAMP_001,46,9015,1901
447,CONT_00447,Newsletter,689,2024-10-17,CAMP_002,46,12836,2553
448,CONT_00448,SocialMedia,413,2024-03-12,CAMP_006,50,37790,9587
449,CONT_00449,Newsletter,2441,2024-07-15,CAMP_005,42,46246,6814
450,CONT_00450,SocialMedia,2911,2023-09-07,CAMP_004,31,27711,6680
451,CONT_00451,Video,529,2023-10-06,CAMP_006,15,6111,1812
452,CONT_00452,Video,3652,2024-06-21,CAMP_006,37,32066,8175
453,CONT_00453,SocialMedia,1044,2023-08-28,CAMP_007,5,18625,2828
454,CONT_00454,SocialMedia,690,2023-07-14,CAMP_010,25,20950,4484
455,CONT_00455,Blog,674,2023-01-05,CAMP_003,23,18107,2237
456,CONT_00456,Newsletter,40,2024-05-05,CAMP_009,12,4578,368
457,CONT_00457,Video,4487,2023-03-15,CAMP_007,49,39016,9149
458,CONT_00458,Blog,1486,2024-02-25,CAMP_004,49,15845,3639
459,CONT_00459,SocialMedia,42,2023-02-01,CAMP_005,14,667,107
460,CONT_00460,Newsletter,905,2024-09-17,CAMP_009,1,41468,2618
461,CONT_00461,Newsletter,43,2024-02-28,CAMP_002,40,8372,112
462,CONT_00462,Newsletter,74,2023-07-31,CAMP_010,14,701,176
463,CONT_00463,Blog,142,2023-06-20,CAMP_008,24,41294,5030
464,CONT_00464,Video,35,2024-01-18,CAMP_008,24,3305,117
465,CONT_00465,Video,1558,2023-08-06,CAMP_003,36,20244,4321
466,CONT_00466,Blog,4068,2024-11-16,CAMP_001,22,45424,10966
467,CONT_00467,Newsletter,990,2023-08-04,CAMP_009,46,22610,2626
468,CONT_00468,Video,37,2023-01-30,CAMP_007,25,38002,6681
469,CONT_00469,Blog,361,2023-07-18,CAMP_002,29,44674,1145
470,CONT_00470,Newsletter,610,2023-10-26,CAMP_006,25,45910,2745
471,CONT_00471,Newsletter,96,2023-10-28,CAMP_004,15,6490,1095
472,CONT_00472,Newsletter,1886,2023-12-07,CAMP_006,17,30092,5426
473,CONT_00473,Newsletter,790,2023-10-02,CAMP_003,27,25698,4609
474,CONT_00474,Blog,654,2024-10-06,CAMP_005,39,15931,4349
475,CONT_00475,Newsletter,215,2024-07-13,CAMP_002,33,25217,5996
476,CONT_00476,Newsletter,306,2023-10-23,CAMP_002,19,34416,9159
477,CONT_00477,Blog,1088,2024-03-31,CAMP_005,22,15118,2555
478,CONT_00478,Blog,505,2024-07-31,CAMP_004,29,49201,6445
479,CONT_00479,Blog,1253,2023-08-02,CAMP_001,39,10865,2732
480,CONT_00480,Video,177,2023-03-28,CAMP_004,18,5097,1455
481,CONT_00481,Video,30,2024-05-01,CAMP_003,22,29304,550
482,CONT_00482,Newsletter,547,2023-09-13,CAMP_001,25,37004,7998
483,CONT_00483,SocialMedia,1778,2024-06-23,CAMP_004,29,23336,3709
484,CONT_00484,Blog,413,2023-02-23,CAMP_005,7,24767,944
485,CONT_00485,SocialMedia,3919,2024-01-24,CAMP_008,39,30347,7967
486,CONT_00486,Video,5283,2023-07-26,CAMP_003,47,43519,11407
487,CONT_00487,SocialMedia,1973,2023-08-12,CAMP_008,6,39918,6325
488,CONT_00488,Newsletter,1859,2024-08-19,CAMP_002,9,22024,6435
489,CONT_00489,Blog,550,2024-11-17,CAMP_001,11,20536,2790
490,CONT_00490,Video,396,2024-08-25,CAMP_008,26,13828,1182
491,CONT_00491,Video,802,2024-05-13,CAMP_005,50,15936,3233
492,CONT_00492,Newsletter,3211,2024-09-08,CAMP_001,34,40105,9603
493,CONT_00493,Newsletter,332,2023-11-01,CAMP_002,35,15700,4677
494,CONT_00494,SocialMedia,381,2024-09-30,CAMP_005,40,3001,813
495,CONT_00495,Blog,965,2023-10-13,CAMP_003,30,19572,2183
496,CONT_00496,Blog,568,2023-12-18,CAMP_003,31,24243,2508
497,CONT_00497,Newsletter,1044,2024-04-16,CAMP_003,36,39924,5523
498,CONT_00498,Newsletter,172,2023-04-03,CAMP_010,16,4092,984
499,CONT_00499,Blog,39,2023-09-02,CAMP_008,35,25523,6585
500,CONT_00500,SocialMedia,90,2024-02-28,CAMP_009,39,2530,283
501,CONT_00501,Blog,105,2024-07-01,CAMP_008,31,1719,336
502,CONT_00502,Newsletter,1477,2023-01-31,CAMP_002,13,47658,7745
503,CONT_00503,SocialMedia,1430,2023-11-27,CAMP_007,29,39862,10337
504,CONT_00504,Newsletter,1625,2023-09-08,CAMP_002,49,20454,5591
505,CONT_00505,Newsletter,422,2023-07-05,CAMP_007,27,4894,1112
506,CONT_00506,Newsletter,296,2024-02-18,CAMP_004,15,35071,6786
507,CONT_00507,Newsletter,257,2023-01-11,CAMP_004,10,35505,2005
508,CONT_00508,Newsletter,5047,2024-06-12,CAMP_007,20,45381,13472
509,CONT_00509,Blog,760,2023-10-11,CAMP_010,32,26871,3298
510,CONT_00510,Newsletter,413,2023-11-01,CAMP_005,16,20999,1893
511,CONT_00511,Video,1186,2023-04-16,CAMP_003,7,43087,5562
512,CONT_00512,Newsletter,14,2024-12-18,CAMP_003,34,3671,114
513,CONT_00513,SocialMedia,1100,2023-01-10,CAMP_001,44,33771,2729
514,CONT_00514,SocialMedia,799,2023-11-26,CAMP_001,19,23788,2066
515,CONT_00515,Video,2462,2023-02-10,CAMP_001,6,28439,6911
516,CONT_00516,SocialMedia,90,2023-05-17,CAMP_005,1,12830,416
517,CONT_00517,Video,662,2024-04-12,CAMP_006,33,8549,1333
518,CONT_00518,Video,443,2024-06-13,CAMP_007,6,10028,1943
519,CONT_00519,SocialMedia,4684,2023-07-22,CAMP_004,15,48225,13844
520,CONT_00520,SocialMedia,643,2023-01-21,CAMP_002,36,29066,5140
521,CONT_00521,Video,816,2024-01-23,CAMP_002,27,21503,3717
522,CONT_00522,SocialMedia,2991,2023-02-24,CAMP_007,19,47352,12687
523,CONT_00523,Blog,324,2023-03-06,CAMP_008,16,5599,1144
524,CONT_00524,SocialMedia,585,2023-08-06,CAMP_005,41,24656,6819
525,CONT_00525,Newsletter,889,2023-03-07,CAMP_003,43,24224,2355
526,CONT_00526,Blog,1694,2024-04-10,CAMP_003,28,35997,4644
527,CONT_00527,Video,87,2024-06-09,CAMP_010,12,3894,205
528,CONT_00528,Blog,1704,2023-12-08,CAMP_004,22,45041,3493
529,CONT_00529,Video,1770,2023-05-09,CAMP_009,43,22969,5207
530,CONT_00530,Newsletter,41,2024-12-11,CAMP_009,6,42870,88
531,CONT_00531,SocialMedia,1872,2023-12-08,CAMP_002,16,33712,4698
532,CONT_00532,Video,371,2024-05-30,CAMP_006,2,30856,4526
533,CONT_00533,Video,543,2023-02-23,CAMP_006,43,35606,2320
534,CONT_00534,Video,329,2023-05-15,CAMP_001,26,27872,5806
535,CONT_00535,Blog,455,2023-04-09,CAMP_010,47,42749,7107
536,CONT_00536,Video,1319,2024-03-26,CAMP_003,22,30275,3630
537,CONT_00537,SocialMedia,171,2024-07-01,CAMP_005,25,15706,1023
538,CONT_00538,Video,1121,2023-05-11,CAMP_009,2,39555,4150
539,CONT_00539,Video,28,2023-06-18,CAMP_004,7,1605,81
540,CONT_00540,Video,296,2024-05-23,CAMP_004,1,3634,1017
541,CONT_00541,Video,227,2023-02-08,CAMP_004,49,38630,491
542,CONT_00542,Video,391,2024-09-29,CAMP_003,25,41948,3477
543,CONT_00543,SocialMedia,1502,2024-12-27,CAMP_006,46,22180,5631
544,CONT_00544,Video,614,2024-06-01,CAMP_005,39,48002,6318
545,CONT_00545,Newsletter,1822,2024-07-13,CAMP_004,15,23116,6056
546,CONT_00546,SocialMedia,83,2023-01-31,CAMP_010,44,19458,1750
547,CONT_00547,Video,2905,2024-03-31,CAMP_009,29,35856,8317
548,CONT_00548,SocialMedia,97,2024-05-08,CAMP_003,47,35191,297
549,CONT_00549,SocialMedia,34,2024-11-29,CAMP_002,36,34475,3303
550,CONT_00550,Newsletter,4831,2024-11-27,CAMP_009,19,41863,10592
551,CONT_00551,Newsletter,155,2024-04-06,CAMP_005,22,42117,11384
552,CONT_00552,Newsletter,1554,2024-10-17,CAMP_008,1,21431,5611
553,CONT_00553,SocialMedia,557,2024-10-16,CAMP_009,29,29827,1678
554,CONT_00554,Video,213,2024-08-16,CAMP_009,3,22009,487
555,CONT_00555,SocialMedia,529,2023-02-16,CAMP_005,26,22874,5481
556,CONT_00556,Blog,604,2023-01-22,CAMP_007,17,19343,1755
557,CONT_00557,Video,1267,2023-06-21,CAMP_001,10,32935,3165
558,CONT_00558,Video,36,2024-11-29,CAMP_008,16,17237,2252
559,CONT_00559,Blog,10,2023-05-04,CAMP_002,12,5789,1158
560,CONT_00560,Blog,1873,2023-07-04,CAMP_010,44,26554,4050
561,CONT_00561,Blog,2079,2023-05-09,CAMP_007,6,41026,10375
562,CONT_00562,Newsletter,1990,2023-03-09,CAMP_001,32,28044,4548
563,CONT_00563,SocialMedia,1731,2024-01-11,CAMP_003,45,29530,5647
564,CONT_00564,Blog,15,2024-10-29,CAMP_001,5,7472,839
565,CONT_00565,Newsletter,375,2023-04-03,CAMP_006,11,34899,3674
566,CONT_00566,Blog,294,2024-01-28,CAMP_007,46,32762,4886
567,CONT_00567,Video,203,2023-01-25,CAMP_005,10,2969,613
568,CONT_00568,SocialMedia,444,2023-05-14,CAMP_005,25,32660,2348
569,CONT_00569,Video,49,2024-01-25,CAMP_001,26,31576,1945
570,CONT_00570,Blog,1016,2024-04-09,CAMP_009,35,42698,3931
571,CONT_00571,SocialMedia,251,2023-02-10,CAMP_001,30,8511,2275
572,CONT_00572,SocialMedia,141,2024-04-27,CAMP_010,35,2166,565
573,CONT_00573,Blog,477,2023-03-04,CAMP_006,50,43445,1606
574,CONT_00574,Newsletter,3520,2023-12-05,CAMP_009,41,42293,11158
575,CONT_00575,Video,1223,2023-01-22,CAMP_004,47,24398,3735
576,CONT_00576,SocialMedia,2603,2024-08-26,CAMP_005,50,30723,5296
577,CONT_00577,Newsletter,31,2024-08-20,CAMP_010,46,5947,1756
578,CONT_00578,SocialMedia,2323,2024-07-06,CAMP_007,21,32159,8721
579,CONT_00579,SocialMedia,12,2023-10-23,CAMP_006,14,3316,600
580,CONT_00580,SocialMedia,43,2024-09-18,CAMP_009,12,14395,253
581,CONT_00581,Blog,10,2023-06-07,CAMP_007,50,2615,52
582,CONT_00582,Newsletter,721,2023-07-27,CAMP_010,28,17663,3709
583,CONT_00583,Video,117,2024-06-25,CAMP_003,22,6356,919
584,CONT_00584,Blog,424,2023-02-23,CAMP_004,23,9744,2649
585,CONT_00585,SocialMedia,240,2024-12-02,CAMP_004,2,11987,1640
586,CONT_00586,Blog,63,2024-07-02,CAMP_009,46,49565,4280
587,CONT_00587,Newsletter,31,2024-01-12,CAMP_009,2,5682,269
588,CONT_00588,Video,213,2023-11-23,CAMP_008,31,15682,542
589,CONT_00589,SocialMedia,119,2024-12-20,CAMP_007,34,9251,1873
590,CONT_00590,Blog,685,2024-04-09,CAMP_007,28,35286,1602
591,CONT_00591,SocialMedia,95,2023-06-05,CAMP_007,31,8934,399
592,CONT_00592,SocialMedia,84,2023-01-13,CAMP_008,49,30096,1926
593,CONT_00593,Blog,2164,2024-10-22,CAMP_007,18,35504,6774
594,CONT_00594,Newsletter,158,2024-04-29,CAMP_004,23,20628,876
595,CONT_00595,Video,794,2024-10-13,CAMP_008,19,37807,5549
596,CONT_00596,SocialMedia,919,2024-01-24,CAMP_009,38,21308,3813
597,CONT_00597,Newsletter,1403,2024-08-09,CAMP_006,6,49874,3672
598,CONT_00598,Newsletter,67,2023-06-14,CAMP_004,43,25780,328
599,CONT_00599,Newsletter,43,2024-11-23,CAMP_001,40,2474,152
600,CONT_00600,Video,417,2024-10-23,CAMP_002,23,4548,950
601,CONT_00601,Blog,2743,2024-10-08,CAMP_004,10,25402,6017
602,CONT_00602,SocialMedia,1875,2024-05-18,CAMP_003,22,20616,4044
603,CONT_00603,Newsletter,336,2024-10-19,CAMP_010,46,6494,790
604,CONT_00604,Video,481,2024-06-01,CAMP_005,6,41718,3817
605,CONT_00605,Newsletter,4758,2024-11-30,CAMP_001,28,45285,13424
606,CONT_00606,SocialMedia,338,2024-12-13,CAMP_007,26,33848,1476
607,CONT_00607,Blog,78,2023-03-01,CAMP_006,6,13149,159
608,CONT_00608,SocialMedia,219,2024-02-22,CAMP_004,21,13609,1172
609,CONT_00609,Newsletter,4095,2024-03-29,CAMP_010,41,45876,8607
610,CONT_00610,SocialMedia,276,2023-04-07,CAMP_007,30,10000,1257
611,CONT_00611,Newsletter,3062,2023-10-25,CAMP_004,2,35678,8090
612,CONT_00612,Newsletter,215,2023-05-24,CAMP_007,34,20253,1118
613,CONT_00613,SocialMedia,109,2024-09-10,CAMP_003,38,34742,7963
614,CONT_00614,Video,1157,2024-12-27,CAMP_010,3,44541,2815
615,CONT_00615,Video,783,2023-05-24,CAMP_008,31,34985,2579
616,CONT_00616,SocialMedia,543,2023-04-09,CAMP_003,43,12771,1432
617,CONT_00617,Newsletter,282,2023-01-08,CAMP_005,7,26873,1876
618,CONT_00618,Newsletter,1080,2024-04-23,CAMP_007,22,49146,4183
619,CONT_00619,SocialMedia,420,2024-09-17,CAMP_007,34,8957,1292
620,CONT_00620,Video,616,2023-07-02,CAMP_002,31,8025,1738
621,CONT_00621,Video,390,2024-12-05,CAMP_003,41,7336,1063
622,CONT_00622,Video,129,2024-12-29,CAMP_006,1,42600,7492
623,CONT_00623,Blog,1372,2024-12-27,CAMP_009,3,29311,4306
624,CONT_00624,Newsletter,1892,2024-06-14,CAMP_005,8,20973,4430
625,CONT_00625,SocialMedia,101,2024-04-12,CAMP_007,3,16865,1024
626,CONT_00626,Newsletter,368,2024-09-13,CAMP_005,35,15892,1659
627,CONT_00627,SocialMedia,381,2023-05-10,CAMP_005,49,8858,1099
628,CONT_00628,Blog,58,2024-01-09,CAMP_004,20,1513,389
629,CONT_00629,Blog,2900,2023-11-15,CAMP_007,7,46386,13644
630,CONT_00630,Video,4750,2024-11-02,CAMP_002,3,42753,12594
631,CONT_00631,Blog,1173,2024-10-18,CAMP_002,41,30808,3693
632,CONT_00632,SocialMedia,1936,2023-11-17,CAMP_009,17,33690,3905
633,CONT_00633,Video,22,2023-05-18,CAMP_008,31,47032,184
634,CONT_00634,Blog,2866,2023-04-18,CAMP_006,25,29495,8075
635,CONT_00635,Video,47,2023-04-09,CAMP_008,19,39924,123
636,CONT_00636,Video,77,2023-01-03,CAMP_004,2,17041,164
637,CONT_00637,SocialMedia,216,2023-09-25,CAMP_002,39,42129,782
638,CONT_00638,Newsletter,144,2023-06-08,CAMP_010,16,49576,4890
639,CONT_00639,Newsletter,435,2024-10-17,CAMP_006,36,21599,1088
640,CONT_00640,Newsletter,53,2023-09-01,CAMP_009,25,34885,283
641,CONT_00641,Video,16,2024-07-21,CAMP_001,24,27635,766
642,CONT_00642,Blog,1057,2023-01-14,CAMP_001,45,8372,2203
643,CONT_00643,SocialMedia,477,2024-07-04,CAMP_003,35,22269,1648
644,CONT_00644,Newsletter,2588,2023-06-14,CAMP_003,4,48745,7898
645,CONT_00645,SocialMedia,79,2023-03-06,CAMP_007,37,5121,175
646,CONT_00646,SocialMedia,785,2024-10-25,CAMP_007,11,13939,3878
647,CONT_00647,Blog,366,2023-03-11,CAMP_010,36,5028,763
648,CONT_00648,Blog,940,2023-05-18,CAMP_010,43,44996,2128
649,CONT_00649,SocialMedia,2535,2023-06-08,CAMP_009,27,46017,9787
650,CONT_00650,SocialMedia,1205,2023-06-21,CAMP_007,13,16078,2559
651,CONT_00651,Newsletter,1336,2023-12-26,CAMP_010,6,18150,5094
652,CONT_00652,Blog,501,2024-01-04,CAMP_006,34,49420,3813
653,CONT_00653,Video,462,2023-09-26,CAMP_007,42,10232,2161
654,CONT_00654,SocialMedia,455,2023-03-25,CAMP_010,2,40410,1646
655,CONT_00655,Video,1507,2023-08-01,CAMP_001,45,36878,8049
656,CONT_00656,SocialMedia,39,2024-11-23,CAMP_010,20,6155,606
657,CONT_00657,Blog,2579,2024-11-05,CAMP_003,42,37613,5419
658,CONT_00658,Blog,795,2023-10-09,CAMP_006,17,39546,8373
659,CONT_00659,Blog,1001,2024-04-29,CAMP_003,33,37359,10142
660,CONT_00660,Video,2205,2024-05-10,CAMP_005,38,34322,4979
661,CONT_00661,Video,99,2024-03-06,CAMP_003,36,3390,640
662,CONT_00662,Newsletter,136,2024-11-03,CAMP_003,2,35893,412
663,CONT_00663,Blog,101,2024-04-12,CAMP_001,6,43885,418
664,CONT_00664,Newsletter,924,2023-11-26,CAMP_003,43,14283,2686
665,CONT_00665,SocialMedia,3070,2024-10-13,CAMP_007,33,46211,12491
666,CONT_00666,Blog,1748,2024-09-06,CAMP_001,1,36363,4449
667,CONT_00667,Blog,921,2023-05-11,CAMP_004,25,43315,9259
668,CONT_00668,SocialMedia,302,2024-05-10,CAMP_001,1,12770,1251
669,CONT_00669,SocialMedia,302,2024-12-10,CAMP_001,26,23106,1001
670,CONT_00670,Newsletter,1113,2024-03-11,CAMP_001,40,20702,5738
671,CONT_00671,Video,3686,2023-06-13,CAMP_005,35,31501,7989
672,CONT_00672,Newsletter,1004,2023-02-25,CAMP_009,14,30520,6379
673,CONT_00673,Video,252,2024-09-24,CAMP_002,44,44367,8841
674,CONT_00674,Blog,3430,2023-09-13,CAMP_005,42,45771,13640
675,CONT_00675,Newsletter,527,2023-01-15,CAMP_005,50,44726,1368
676,CONT_00676,SocialMedia,109,2023-01-16,CAMP_006,50,10591,692
677,CONT_00677,Newsletter,889,2024-03-19,CAMP_009,50,30429,4132
678,CONT_00678,SocialMedia,1419,2024-04-05,CAMP_006,47,31968,6245
679,CONT_00679,Video,1704,2024-07-24,CAMP_006,25,22248,4219
680,CONT_00680,Video,1105,2024-05-27,CAMP_008,34,28431,6349
681,CONT_00681,SocialMedia,1947,2023-04-25,CAMP_004,3,20808,4229
682,CONT_00682,Blog,544,2024-02-19,CAMP_005,22,23005,2936
683,CONT_00683,SocialMedia,2870,2023-05-20,CAMP_010,17,29645,8401
684,CONT_00684,Video,17,2024-12-06,CAMP_005,24,896,123
685,CONT_00685,Blog,878,2023-07-20,CAMP_008,3,49336,6368
686,CONT_00686,Newsletter,443,2023-03-09,CAMP_009,7,22445,5364
687,CONT_00687,Newsletter,912,2024-01-08,CAMP_010,23,13464,2240
688,CONT_00688,Video,304,2024-06-21,CAMP_002,43,11217,779
689,CONT_00689,SocialMedia,601,2023-03-20,CAMP_010,43,42946,2536
690,CONT_00690,Newsletter,92,2024-06-16,CAMP_001,7,30778,1477
691,CONT_00691,Newsletter,803,2024-01-24,CAMP_001,17,30697,4875
692,CONT_00692,Blog,2482,2023-06-08,CAMP_008,7,34563,5486
693,CONT_00693,Video,1936,2023-09-16,CAMP_010,14,27738,4495
694,CONT_00694,Video,2126,2024-06-30,CAMP_010,14,26087,5761
695,CONT_00695,Newsletter,752,2024-12-18,CAMP_009,43,41909,12130
696,CONT_00696,Newsletter,657,2024-06-20,CAMP_001,35,25606,2565
697,CONT_00697,Video,2608,2023-11-22,CAMP_003,47,41021,6837
698,CONT_00698,Blog,24,2023-11-25,CAMP_004,43,29796,644
699,CONT_00699,Blog,104,2023-11-23,CAMP_008,20,28019,375
700,CONT_00700,Blog,2483,2023-12-11,CAMP_010,24,41670,8758
701,CONT_00701,Newsletter,1167,2023-04-07,CAMP_003,27,21536,3116
702,CONT_00702,Blog,1990,2024-04-06,CAMP_004,7,33005,8543
703,CONT_00703,SocialMedia,97,2023-08-30,CAMP_005,21,20622,943
704,CONT_00704,SocialMedia,2124,2023-02-27,CAMP_003,19,24733,5727
705,CONT_00705,Video,114,2024-01-28,CAMP_003,45,33264,1320
706,CONT_00706,Newsletter,220,2023-10-17,CAMP_010,9,14109,2777
707,CONT_00707,Newsletter,88,2023-07-30,CAMP_002,30,32993,946
708,CONT_00708,Video,77,2023-03-18,CAMP_001,25,2682,182
709,CONT_00709,Blog,961,2023-10-31,CAMP_005,14,32258,6404
710,CONT_00710,SocialMedia,21,2024-10-27,CAMP_007,14,27705,83
711,CONT_00711,SocialMedia,161,2024-12-28,CAMP_007,41,26588,2325
712,CONT_00712,SocialMedia,164,2023-06-25,CAMP_006,10,36366,8165
713,CONT_00713,Blog,285,2024-11-25,CAMP_004,23,47820,1494
714,CONT_00714,Blog,1379,2024-01-26,CAMP_009,24,43073,3293
715,CONT_00715,Blog,5409,2023-11-16,CAMP_009,24,49287,13063
716,CONT_00716,SocialMedia,1170,2023-09-09,CAMP_006,19,42017,12357
717,CONT_00717,Newsletter,46,2023-11-24,CAMP_006,16,11540,1100
718,CONT_00718,Blog,67,2024-09-19,CAMP_001,1,5537,287
719,CONT_00719,Video,1117,2024-04-29,CAMP_006,41,35288,9951
720,CONT_00720,SocialMedia,513,2023-02-06,CAMP_006,27,3875,1087
721,CONT_00721,SocialMedia,832,2023-09-03,CAMP_009,24,24485,2980
722,CONT_00722,Blog,543,2023-08-03,CAMP_010,37,10582,2329
723,CONT_00723,Newsletter,2305,2023-02-13,CAMP_001,23,26029,4800
724,CONT_00724,Video,547,2023-01-04,CAMP_008,40,14164,1708
725,CONT_00725,SocialMedia,28,2024-11-20,CAMP_005,1,25948,57
726,CONT_00726,Video,23,2024-04-10,CAMP_006,1,24766,264
727,CONT_00727,Video,671,2024-06-12,CAMP_010,49,26169,2892
728,CONT_00728,Blog,1635,2024-08-27,CAMP_008,48,21673,4431
729,CONT_00729,SocialMedia,196,2023-02-13,CAMP_005,16,11591,1235
730,CONT_00730,Blog,63,2023-02-08,CAMP_007,37,16168,574
731,CONT_00731,Newsletter,400,2023-09-05,CAMP_006,38,7101,1058
