journeyid,customerid,productid,visitdate,stage,action,duration
1976,274,43,2023-07-10,ProductPage,Click,11.0
3301,275,1,2023-04-21,Purchase,Purchase,293.9
188,275,2,2024-06-14,ProductPage,View,27.4
2593,275,7,2023-05-19,Checkout,Purchase,266.0
690,275,10,2024-03-03,ProductPage,View,219.9
715,275,14,2023-10-22,Checkout,AddToCart,143.3
2063,275,21,2023-04-18,ProductPage,AddToCart,336.9
2685,275,31,2023-05-17,ProductPage,Click,208.7
1199,275,32,2024-02-16,Checkout,Drop-off,
777,275,34,2024-05-15,Homepage,Click,476.1
3382,275,44,2024-05-01,ProductPage,Click,431.4
2498,276,5,2024-11-21,ProductPage,View,62.4
3479,276,6,2024-10-26,Homepage,Click,272.7
2755,276,13,2023-09-27,Homepage,Click,382.7
1942,276,17,2023-07-08,Homepage,Click,469.7
2610,276,22,2024-02-04,ProductPage,Click,311.9
291,276,24,2024-03-24,Checkout,AddToCart,201.5
701,276,38,2023-12-22,Homepage,View,31.9
1049,276,39,2024-11-07,Homepage,Drop-off,
2932,276,42,2024-01-16,Homepage,Click,434.3
252,276,46,2024-04-13,Checkout,AddToCart,181.8
3714,277,3,2024-06-14,Homepage,Click,364.4
551,277,12,2024-08-28,Purchase,Purchase,342.8
2919,277,18,2024-03-11,Purchase,Purchase,132.7
261,277,21,2023-07-24,Purchase,Purchase,277.4
2658,277,42,2023-06-21,Checkout,Purchase,468.0
2324,278,3,2024-01-03,Purchase,Purchase,446.3
1296,278,4,2023-03-10,Purchase,Purchase,160.4
1603,278,14,2024-02-23,ProductPage,Click,220.9
3129,278,23,2024-07-16,Checkout,Purchase,348.7
2353,278,31,2024-05-19,Homepage,Click,127.0
1900,278,43,2023-10-29,Purchase,Purchase,459.1
1623,278,44,2023-07-27,ProductPage,Click,89.8
2699,278,47,2023-12-11,Checkout,Drop-off,
3296,279,3,2023-03-16,Homepage,View,464.1
1518,279,7,2024-10-10,Purchase,Purchase,403.9
856,279,11,2024-03-09,Homepage,View,543.7
2093,279,15,2023-01-26,Checkout,Purchase,331.2
1076,279,23,2023-11-28,Purchase,Purchase,549.5
2962,279,26,2024-04-03,Purchase,Purchase,583.5
501,279,30,2023-01-29,Purchase,Purchase,160.9
1939,279,32,2023-12-19,Checkout,Purchase,139.2
2195,279,35,2024-10-01,Homepage,Drop-off,
307,279,44,2023-07-11,Checkout,AddToCart,404.5
22,279,45,2023-08-30,ProductPage,AddToCart,348.8
2612,280,1,2023-05-19,Purchase,Purchase,94.2
435,280,5,2023-01-21,Purchase,Purchase,176.7
2052,280,17,2024-09-19,Purchase,Purchase,265.1
2186,280,28,2024-09-23,ProductPage,AddToCart,334.2
2876,280,29,2023-05-01,Checkout,Drop-off,
2628,280,33,2023-05-29,Checkout,Drop-off,
208,281,1,2024-01-19,Purchase,Purchase,153.3
3591,281,10,2023-04-24,ProductPage,View,159.1
1955,281,17,2023-12-19,Checkout,AddToCart,303.1
1032,281,21,2023-01-03,ProductPage,AddToCart,436.0
3305,281,24,2023-07-13,Purchase,Purchase,157.4
2277,281,30,2023-06-22,Purchase,Purchase,329.0
1847,281,34,2024-01-18,Homepage,View,432.9
3520,281,41,2023-03-12,Homepage,Drop-off,
1859,281,42,2023-01-03,ProductPage,Drop-off,
1841,282,4,2023-12-29,Checkout,Drop-off,
2510,282,18,2023-08-22,ProductPage,Click,568.9
504,282,21,2023-01-07,Homepage,Click,373.4
191,282,21,2024-01-16,Purchase,Purchase,438.3
1240,282,42,2023-05-22,ProductPage,Click,196.7
2721,283,7,2023-01-16,Checkout,Purchase,279.3
12,283,13,2024-11-06,ProductPage,View,163.2
2829,283,22,2023-09-13,ProductPage,View,594.0
1538,283,35,2023-07-01,Purchase,Purchase,272.6
522,283,36,2024-05-09,ProductPage,Click,190.9
964,283,38,2023-07-12,Homepage,Drop-off,
3363,283,42,2023-09-12,ProductPage,Click,336.4
1172,283,42,2023-10-29,Purchase,Purchase,312.5
419,284,11,2023-03-12,ProductPage,Click,277.9
150,284,15,2024-03-07,Purchase,Purchase,65.3
908,284,32,2024-09-13,Purchase,Purchase,345.7
1463,284,44,2024-07-06,Purchase,Purchase,308.9
2626,284,46,2023-01-20,ProductPage,Click,87.8
3323,285,18,2023-04-23,ProductPage,Click,186.3
3184,285,18,2024-03-18,ProductPage,AddToCart,412.4
1419,285,26,2024-07-19,Checkout,Drop-off,
1989,285,32,2023-07-25,ProductPage,Click,75.7
3284,285,34,2023-02-09,Checkout,Drop-off,
193,285,42,2023-03-14,Checkout,Drop-off,
1854,285,42,2023-05-09,Checkout,Drop-off,
834,286,5,2023-12-28,ProductPage,Click,498.1
1376,286,16,2024-12-30,Checkout,AddToCart,359.0
3199,286,18,2023-11-22,ProductPage,View,446.1
1819,286,24,2024-03-03,Purchase,Purchase,535.6
1309,286,24,2024-06-28,Homepage,View,565.3
949,287,4,2024-11-18,Purchase,Purchase,140.2
1629,287,15,2024-03-31,Checkout,Purchase,109.2
124,287,23,2023-04-23,Checkout,Drop-off,
3027,287,24,2023-05-02,Purchase,Purchase,180.9
383,287,33,2023-03-20,Checkout,Drop-off,
2841,287,37,2023-08-02,Checkout,Drop-off,
788,287,37,2023-12-10,Purchase,Purchase,397.9
369,288,3,2024-06-03,Homepage,View,223.4
920,288,6,2024-03-24,ProductPage,Click,338.4
3832,288,14,2024-11-03,Checkout,Purchase,598.1
744,288,18,2024-09-14,Homepage,Click,266.8
639,288,26,2024-05-04,ProductPage,View,165.6
21,288,32,2024-07-12,Purchase,Purchase,199.9
1077,288,33,2023-03-14,Homepage,Click,416.9
2860,288,33,2023-11-13,Purchase,Purchase,117.5
313,288,41,2023-09-30,Purchase,Purchase,347.0
76,288,42,2024-08-31,Checkout,Purchase,593.1
733,288,48,2023-08-23,Checkout,Drop-off,
1632,288,49,2023-07-19,Purchase,Purchase,336.8
198,289,3,2024-02-12,Checkout,Purchase,439.8
92,289,4,2024-02-01,Homepage,Drop-off,
2772,289,5,2023-08-11,Checkout,AddToCart,302.5
876,289,17,2023-03-04,Purchase,Purchase,397.2
619,289,34,2024-06-21,Homepage,Drop-off,
427,289,44,2023-10-03,Purchase,Purchase,356.2
1086,289,48,2024-07-05,ProductPage,View,454.1
2702,290,4,2024-12-11,ProductPage,AddToCart,523.5
1162,290,7,2023-10-29,Homepage,Click,477.5
2535,290,14,2023-06-13,Checkout,Purchase,389.5
1936,290,24,2024-09-18,Checkout,Drop-off,
1374,290,31,2023-03-06,Homepage,Click,202.5
1233,290,43,2023-05-30,Purchase,Purchase,459.3
3281,290,43,2023-06-03,ProductPage,Drop-off,
1099,290,44,2024-11-14,Homepage,Click,445.6
409,291,4,2024-02-12,Homepage,Click,291.2
1864,291,6,2023-05-05,Checkout,AddToCart,573.4
2105,291,23,2023-10-23,Homepage,Drop-off,
2458,291,30,2023-04-01,Purchase,Purchase,252.9
1727,291,35,2024-01-03,Checkout,Drop-off,
2489,291,38,2024-03-11,ProductPage,Drop-off,
107,291,41,2024-04-17,ProductPage,Click,91.8
3926,291,42,2024-04-09,Purchase,Purchase,290.0
335,291,45,2024-12-21,Checkout,Purchase,246.1
1614,292,15,2024-06-19,Checkout,AddToCart,418.9
3287,292,19,2023-11-12,Homepage,Click,487.2
2669,292,26,2023-08-11,Checkout,Drop-off,
3635,292,27,2023-06-03,ProductPage,Click,569.8
1788,292,34,2023-07-13,Purchase,Purchase,398.4
157,292,36,2023-01-15,Homepage,Drop-off,
1559,292,37,2023-02-15,Purchase,Purchase,566.7
2412,292,48,2024-04-19,Purchase,Purchase,235.2
2540,293,13,2023-12-18,ProductPage,AddToCart,565.0
3983,293,19,2024-02-20,Checkout,AddToCart,483.2
1358,293,24,2023-07-21,Purchase,Purchase,15.9
2780,293,27,2023-06-12,ProductPage,AddToCart,263.3
2067,293,39,2023-09-25,Checkout,Purchase,337.4
1156,293,39,2024-07-03,Homepage,Click,35.0
1886,293,47,2023-09-14,Purchase,Purchase,395.2
1475,293,48,2024-05-27,Homepage,Click,559.6
927,293,49,2023-01-24,Purchase,Purchase,98.0
861,294,10,2024-03-03,Homepage,View,200.4
1598,294,20,2023-03-17,ProductPage,View,204.7
3981,294,20,2023-06-03,Homepage,View,17.1
1609,294,20,2024-08-02,Purchase,Purchase,290.4
772,294,32,2023-01-05,Checkout,Drop-off,
1412,294,42,2023-10-04,Homepage,Click,567.1
266,294,43,2023-05-31,Purchase,Purchase,292.6
2989,294,48,2023-01-06,Purchase,Purchase,450.0
3372,294,49,2024-04-05,Homepage,Click,385.6
1170,295,1,2024-06-11,Purchase,Purchase,439.4
1987,295,1,2024-10-29,ProductPage,AddToCart,73.1
1130,295,2,2023-02-20,Homepage,Click,211.9
2782,295,6,2023-04-26,Purchase,Purchase,199.2
2005,295,18,2024-02-05,ProductPage,Drop-off,
2927,295,19,2023-01-26,ProductPage,Drop-off,
1405,295,19,2023-04-22,Checkout,Purchase,504.5
455,295,39,2024-09-03,Checkout,Purchase,248.6
1964,295,44,2023-08-23,Homepage,Click,515.2
1378,296,16,2024-10-20,ProductPage,View,297.5
1972,296,18,2023-05-15,Checkout,Purchase,561.4
2363,296,25,2023-01-24,ProductPage,Drop-off,
1754,296,25,2023-02-12,Homepage,Click,252.0
1323,296,41,2023-02-06,Checkout,Purchase,170.4
1821,297,23,2023-05-28,Homepage,View,253.1
2112,297,35,2024-04-20,ProductPage,AddToCart,591.3
2723,297,42,2024-08-30,ProductPage,View,65.6
2516,297,50,2023-08-31,Purchase,Purchase,218.2
1892,298,8,2024-11-18,ProductPage,View,449.5
2157,298,20,2024-06-02,Checkout,Drop-off,
3125,298,20,2024-12-20,Purchase,Purchase,541.8
1552,298,31,2024-12-08,Homepage,View,590.4
519,298,37,2024-10-04,ProductPage,Click,431.8
46,298,38,2023-10-07,Purchase,Purchase,570.6
874,298,41,2024-02-09,ProductPage,Click,97.5
2191,298,46,2024-03-07,ProductPage,AddToCart,596.4
3910,298,48,2023-01-17,Homepage,Click,480.3
2184,299,18,2024-06-07,Purchase,Purchase,262.3
526,299,35,2023-05-30,ProductPage,Click,582.5
3969,299,36,2024-01-26,ProductPage,Click,370.8
1558,299,42,2023-02-07,ProductPage,View,243.6
1752,299,49,2023-04-13,Homepage,Click,326.0
3223,300,8,2024-02-10,ProductPage,View,290.4
2097,300,11,2024-12-27,Purchase,Purchase,70.8
3998,300,15,2023-06-13,Homepage,View,476.8
3717,300,16,2023-07-26,Checkout,Drop-off,
3092,300,30,2023-07-17,Checkout,Drop-off,
1889,300,44,2024-06-07,Homepage,Click,580.7
1279,300,45,2024-07-13,ProductPage,Click,277.7
1407,300,49,2024-01-04,Homepage,Drop-off,
1274,301,9,2023-11-27,Homepage,View,227.6
386,301,9,2024-02-22,ProductPage,View,367.9
2961,301,14,2023-04-17,ProductPage,Drop-off,
1553,301,18,2023-03-26,ProductPage,Drop-off,
736,301,40,2023-12-26,Purchase,Purchase,578.0
3307,301,48,2024-08-07,ProductPage,AddToCart,37.9
3381,302,1,2023-04-20,Purchase,Purchase,249.5
1715,302,14,2024-09-04,Purchase,Purchase,263.6
525,302,15,2024-07-20,Homepage,Drop-off,
2207,302,17,2023-11-18,Homepage,View,410.9
2420,302,40,2023-03-02,Purchase,Purchase,501.0
1745,302,40,2024-08-31,Checkout,Drop-off,
2502,303,9,2023-06-22,Homepage,View,542.2
1446,303,21,2023-11-11,Purchase,Purchase,231.5
3817,303,30,2024-10-15,ProductPage,View,418.5
3967,303,39,2024-11-04,ProductPage,Click,443.1
225,303,42,2024-08-17,Homepage,View,37.9
2096,303,43,2024-11-04,Homepage,Click,540.4
312,303,44,2023-08-28,ProductPage,View,148.8
1243,304,3,2024-11-26,Purchase,Purchase,217.4
2640,304,4,2023-06-22,Checkout,AddToCart,35.4
3204,304,11,2023-05-18,Homepage,Drop-off,
3950,304,15,2024-01-27,Homepage,Click,322.0
2413,304,36,2023-09-10,Purchase,Purchase,200.1
454,304,43,2024-12-14,Purchase,Purchase,540.0
2965,305,11,2024-07-09,Purchase,Purchase,416.2
1534,305,26,2024-05-03,ProductPage,View,398.0
2358,305,27,2024-10-27,Purchase,Purchase,157.1
2604,305,29,2024-04-16,Homepage,View,259.3
3750,305,30,2023-11-11,Purchase,Purchase,374.5
1902,305,33,2024-08-21,Purchase,Purchase,59.3
3026,305,42,2023-01-25,Checkout,AddToCart,483.6
545,305,42,2024-02-17,Homepage,View,592.8
1680,305,44,2024-11-06,Homepage,Click,108.5
1236,305,46,2023-03-11,ProductPage,Drop-off,
2597,306,1,2023-11-13,ProductPage,Click,168.8
2557,306,4,2023-06-29,Purchase,Purchase,397.6
2836,306,10,2024-01-16,Homepage,View,209.7
426,306,12,2024-10-27,Purchase,Purchase,559.6
399,306,23,2023-05-12,Purchase,Purchase,145.0
3477,306,26,2024-07-04,Homepage,View,212.9
3911,306,30,2024-06-23,Purchase,Purchase,427.7
2135,306,32,2024-08-12,Purchase,Purchase,594.1
260,306,34,2023-12-17,ProductPage,AddToCart,141.2
2762,306,47,2024-07-21,Checkout,AddToCart,437.5
3292,307,3,2024-02-01,Purchase,Purchase,130.6
373,307,6,2024-03-01,Homepage,Click,517.8
3786,307,9,2024-06-26,Checkout,Purchase,85.6
3439,307,15,2023-10-14,Homepage,View,562.6
3588,307,34,2023-10-22,Purchase,Purchase,28.2
1516,307,35,2024-01-26,Checkout,AddToCart,338.5
3079,307,38,2024-07-15,Homepage,View,138.5
3734,307,46,2023-07-25,Homepage,View,357.7
4000,307,46,2024-06-02,Purchase,Purchase,534.4
2592,307,48,2023-11-21,Purchase,Purchase,553.6
3474,307,48,2024-01-06,Purchase,Purchase,380.5
2074,308,1,2023-01-10,Homepage,Click,60.1
1589,308,1,2023-09-08,Checkout,Drop-off,
667,308,1,2024-04-22,Checkout,Drop-off,
1993,308,5,2023-01-16,Checkout,Drop-off,
364,308,7,2023-12-02,Checkout,Purchase,557.6
1372,308,14,2023-07-28,ProductPage,Click,560.2
1954,308,16,2024-02-20,ProductPage,View,498.1
448,308,26,2024-11-07,Checkout,Drop-off,
599,308,35,2023-01-06,ProductPage,Click,367.6
631,308,38,2024-01-19,Homepage,Click,106.8
179,308,40,2024-03-25,Homepage,Click,45.8
3945,308,43,2024-03-09,ProductPage,Click,599.4
1239,308,50,2023-07-03,ProductPage,View,205.8
2446,309,38,2024-11-09,ProductPage,View,551.0
169,309,46,2023-05-02,ProductPage,Click,408.4
511,310,4,2023-01-03,Homepage,Click,211.5
2444,310,10,2023-07-02,Purchase,Purchase,410.9
100,310,11,2024-10-15,ProductPage,Click,252.9
374,310,16,2023-03-21,Checkout,AddToCart,48.9
88,310,17,2024-04-28,Purchase,Purchase,450.6
305,310,30,2023-11-04,Checkout,Drop-off,
1890,310,38,2024-06-21,ProductPage,Drop-off,
2742,310,43,2023-04-17,Homepage,Drop-off,
682,310,46,2024-07-13,ProductPage,View,133.3
3613,310,47,2024-05-03,ProductPage,Drop-off,
267,311,14,2024-01-17,ProductPage,AddToCart,232.8
2953,311,17,2023-06-11,Homepage,Click,242.1
2021,311,25,2023-06-10,ProductPage,Click,248.5
3206,311,28,2023-06-10,Homepage,View,421.3
2431,311,29,2023-08-28,Purchase,Purchase,495.3
996,311,42,2024-06-30,Homepage,Click,488.9
1341,311,44,2023-03-09,Checkout,Drop-off,
3429,312,3,2024-01-29,Purchase,Purchase,429.8
276,312,13,2023-03-13,ProductPage,View,582.5
3720,312,16,2024-03-09,ProductPage,Click,254.2
3498,312,16,2024-07-30,ProductPage,Click,222.4
471,312,19,2023-05-25,ProductPage,Click,299.4
3768,312,24,2024-02-16,ProductPage,Drop-off,
3278,312,32,2023-09-01,ProductPage,Click,56.8
1343,312,37,2023-08-25,Checkout,Drop-off,
354,312,47,2024-10-15,Homepage,View,557.2
1216,312,47,2024-11-07,ProductPage,View,83.5
1665,313,3,2024-10-30,Checkout,Purchase,174.9
1637,313,17,2023-03-12,Purchase,Purchase,516.4
1291,313,26,2023-08-16,ProductPage,View,530.2
807,313,30,2023-07-02,Purchase,Purchase,124.6
2632,313,36,2023-11-18,Homepage,Click,163.1
1090,313,39,2023-06-30,Homepage,Click,203.9
2026,313,41,2024-03-18,Homepage,View,511.5
2759,314,8,2023-04-06,Checkout,Drop-off,
1565,314,19,2024-12-30,Purchase,Purchase,204.0
693,314,23,2024-11-01,ProductPage,View,200.6
1071,314,26,2023-10-30,Checkout,Purchase,546.5
1142,314,26,2024-03-27,Purchase,Purchase,549.0
1737,314,40,2023-07-21,Purchase,Purchase,33.3
1956,314,40,2023-10-01,ProductPage,Click,56.9
3328,315,3,2024-03-22,ProductPage,Drop-off,
1190,315,5,2024-06-26,Purchase,Purchase,156.8
375,315,11,2024-05-05,ProductPage,Click,375.5
2327,315,19,2023-04-02,ProductPage,Drop-off,
1881,315,27,2023-04-08,Homepage,Click,26.7
339,315,29,2024-10-01,Homepage,View,299.3
3770,315,38,2023-10-03,Purchase,Purchase,226.7
3123,315,40,2023-09-01,Homepage,View,391.8
1960,315,42,2023-04-19,Purchase,Purchase,53.0
1591,315,45,2024-06-22,Homepage,Click,87.4
122,315,45,2024-12-01,Homepage,View,63.7
1041,316,2,2023-06-14,Homepage,Click,487.6
3428,316,7,2023-02-16,Homepage,Click,251.2
3019,316,9,2023-11-19,Purchase,Purchase,94.4
2552,316,18,2024-06-25,Homepage,Click,137.4
3058,316,25,2024-04-05,ProductPage,AddToCart,592.9
3948,316,44,2023-02-01,Homepage,Click,236.1
3021,317,3,2024-01-10,Checkout,AddToCart,428.5
3290,317,4,2023-08-13,Purchase,Purchase,340.0
3685,317,5,2024-08-22,Homepage,Click,72.6
3554,317,10,2023-03-28,Purchase,Purchase,177.7
2342,317,29,2024-07-04,Homepage,Drop-off,
2923,317,45,2024-08-22,ProductPage,Click,434.4
1181,317,46,2024-07-10,Homepage,Click,590.2
3152,317,47,2023-04-16,Homepage,Click,235.6
3167,318,4,2024-08-14,Checkout,Drop-off,
1486,318,16,2024-07-15,ProductPage,Drop-off,
1999,318,19,2024-10-30,ProductPage,View,362.7
53,318,21,2024-05-19,Checkout,Purchase,175.4
3630,318,32,2023-07-06,ProductPage,Drop-off,
388,318,40,2024-08-01,ProductPage,View,109.5
884,319,3,2024-10-28,Purchase,Purchase,530.3
41,319,14,2023-10-17,Homepage,Click,367.4
1438,319,22,2024-03-12,Purchase,Purchase,484.7
2209,319,28,2023-03-18,Checkout,Purchase,279.1
1851,319,32,2023-07-12,Checkout,AddToCart,119.7
2674,319,45,2023-01-24,Purchase,Purchase,279.7
1520,319,48,2024-08-20,Homepage,Click,281.2
2820,320,10,2024-03-27,Homepage,Drop-off,
1648,320,23,2023-05-13,Purchase,Purchase,300.6
2374,320,30,2024-08-31,ProductPage,View,213.5
2732,320,39,2024-07-08,Checkout,Drop-off,
3597,320,44,2023-02-21,ProductPage,View,271.7
2167,320,50,2024-10-13,ProductPage,View,557.6
1389,321,6,2024-08-21,ProductPage,Click,554.7
1543,321,8,2023-08-01,Purchase,Purchase,340.6
1871,321,9,2023-05-15,ProductPage,View,201.9
401,321,12,2024-07-25,Purchase,Purchase,350.2
2336,321,14,2023-11-13,Purchase,Purchase,216.3
790,321,16,2024-06-13,Checkout,Purchase,253.6
3434,321,17,2024-02-01,Homepage,Drop-off,
3256,321,28,2024-02-18,Purchase,Purchase,299.8
3515,321,30,2024-10-08,Checkout,Drop-off,
1935,321,33,2023-03-25,ProductPage,Drop-off,
459,321,35,2023-07-16,Homepage,Drop-off,
618,321,38,2024-01-18,Homepage,Click,266.6
3168,321,41,2024-09-10,ProductPage,Drop-off,
2004,321,43,2023-04-15,Checkout,AddToCart,244.1
1524,321,44,2023-08-21,Purchase,Purchase,582.6
2959,322,2,2024-10-15,Homepage,View,93.7
421,322,9,2023-01-31,Homepage,Click,25.8
2920,322,16,2024-10-05,Purchase,Purchase,582.0
1783,322,26,2024-11-16,Checkout,AddToCart,154.5
3505,322,37,2024-01-16,Homepage,Click,333.7
1116,322,41,2023-05-01,ProductPage,Click,396.6
5,322,42,2023-12-02,Checkout,Purchase,433.2
2830,322,45,2023-12-15,Purchase,Purchase,551.0
2224,323,4,2023-04-13,Checkout,AddToCart,77.1
1826,323,7,2024-04-05,Checkout,Purchase,487.9
1408,323,20,2023-02-13,Purchase,Purchase,312.8
3761,323,23,2024-06-26,ProductPage,View,204.8
710,323,26,2023-12-01,Homepage,View,205.9
1110,323,26,2024-03-19,Checkout,AddToCart,388.4
3220,323,28,2024-12-25,Checkout,Drop-off,
3198,323,39,2023-03-16,Checkout,AddToCart,381.4
90,323,41,2023-10-07,Purchase,Purchase,116.7
510,323,44,2023-08-02,Homepage,View,508.6
1713,323,47,2023-02-13,Homepage,View,533.6
1733,323,47,2023-10-03,ProductPage,AddToCart,311.7
338,324,10,2023-05-29,Checkout,Drop-off,
969,324,22,2023-04-01,Homepage,View,318.6
783,324,22,2024-08-25,Purchase,Purchase,197.2
2297,324,25,2023-06-10,Checkout,Drop-off,
1043,324,37,2024-02-06,Checkout,Drop-off,
227,325,14,2023-02-21,Checkout,Drop-off,
988,325,14,2024-02-27,Checkout,Drop-off,
999,325,17,2024-11-23,Checkout,Purchase,359.3
3098,325,18,2023-09-27,ProductPage,Click,540.0
2219,325,22,2023-12-31,ProductPage,AddToCart,512.0
3876,325,23,2023-01-31,Purchase,Purchase,339.1
108,325,28,2024-02-18,Purchase,Purchase,32.3
216,325,41,2023-12-27,Purchase,Purchase,380.1
3681,325,41,2024-01-02,ProductPage,View,325.9
309,325,45,2023-02-23,Checkout,AddToCart,408.3
463,326,1,2024-03-31,Checkout,Drop-off,
2315,326,2,2023-07-09,ProductPage,Drop-off,
2028,326,2,2024-06-08,Checkout,AddToCart,104.8
484,326,2,2024-09-25,ProductPage,View,363.7
970,326,3,2024-06-30,Purchase,Purchase,415.5
2524,326,6,2024-06-12,ProductPage,View,133.0
3060,326,16,2023-02-17,ProductPage,Drop-off,
236,326,20,2023-07-22,Checkout,Drop-off,
1644,326,27,2023-07-09,Homepage,Click,508.9
1613,326,45,2023-01-10,Checkout,AddToCart,439.1
1108,327,14,2023-01-12,ProductPage,AddToCart,187.2
445,327,14,2024-10-08,Checkout,Purchase,235.5
1502,327,18,2023-10-04,Homepage,Drop-off,
145,327,26,2023-06-24,Purchase,Purchase,235.1
59,327,47,2023-03-30,Purchase,Purchase,458.6
2022,327,47,2023-06-28,Purchase,Purchase,227.2
2665,327,49,2024-07-07,Purchase,Purchase,99.4
3041,328,4,2024-01-05,Purchase,Purchase,44.4
933,328,6,2024-01-07,Checkout,Drop-off,
3655,328,6,2024-05-18,ProductPage,View,584.5
2035,328,7,2023-11-03,ProductPage,AddToCart,296.2
841,328,10,2024-03-07,Purchase,Purchase,481.9
3570,328,14,2023-11-24,Homepage,Drop-off,
1711,328,19,2023-08-12,Purchase,Purchase,152.1
1612,328,21,2023-10-11,Checkout,Drop-off,
258,328,32,2024-10-26,Checkout,AddToCart,558.0
2089,328,33,2024-02-08,Homepage,View,592.1
3065,328,39,2024-04-07,Homepage,Click,322.2
1004,328,47,2023-12-10,Purchase,Purchase,419.0
2200,328,48,2023-08-27,Homepage,View,192.2
875,329,2,2023-05-25,ProductPage,View,210.5
3929,329,8,2024-01-18,Homepage,View,72.0
1107,329,10,2023-04-23,Checkout,Drop-off,
1262,329,19,2023-05-09,Checkout,Purchase,379.6
2521,329,25,2024-12-07,Homepage,View,511.4
2821,329,28,2024-07-20,Homepage,Click,494.2
2689,329,43,2024-11-06,Homepage,View,12.8
2811,329,45,2023-03-02,Homepage,View,115.0
142,330,3,2024-05-12,Homepage,View,185.8
2013,330,8,2023-11-30,Checkout,AddToCart,29.9
1592,330,10,2024-08-24,Checkout,Drop-off,
2565,330,20,2023-08-07,Purchase,Purchase,394.8
2155,330,20,2023-12-07,ProductPage,Drop-off,
2896,330,21,2024-11-18,Purchase,Purchase,403.6
3039,330,26,2023-02-22,Purchase,Purchase,586.6
234,331,6,2023-06-19,Homepage,Click,341.0
1667,331,6,2024-08-09,Checkout,AddToCart,106.2
3587,331,15,2024-01-01,Homepage,Click,517.0
195,331,23,2024-04-04,Purchase,Purchase,123.4
2426,331,26,2023-10-05,Purchase,Purchase,451.3
1282,331,30,2023-12-22,Checkout,Purchase,254.9
1792,331,42,2024-11-03,Purchase,Purchase,578.0
1611,331,43,2023-03-04,Homepage,View,455.4
3066,331,44,2023-05-05,Purchase,Purchase,552.7
1084,331,45,2023-03-08,Purchase,Purchase,347.3
666,331,45,2023-07-22,ProductPage,Click,138.1
3340,331,45,2024-03-04,ProductPage,AddToCart,170.2
1385,332,5,2024-12-03,ProductPage,View,53.2
2352,332,8,2023-11-12,Purchase,Purchase,223.0
2992,332,11,2024-06-21,Purchase,Purchase,18.4
1430,332,26,2024-01-15,Checkout,Drop-off,
2536,332,27,2023-07-04,Checkout,AddToCart,486.7
2216,332,29,2024-04-16,Homepage,Drop-off,
2585,332,32,2024-01-19,ProductPage,Click,280.9
2159,332,46,2023-10-30,Purchase,Purchase,455.0
3622,333,2,2024-09-23,Purchase,Purchase,378.1
2116,333,4,2023-11-27,Purchase,Purchase,81.8
609,333,16,2024-03-22,ProductPage,View,258.9
2878,333,20,2024-02-10,ProductPage,View,159.2
2652,333,22,2023-11-07,Checkout,Drop-off,
924,333,22,2024-08-30,Purchase,Purchase,248.4
1774,333,23,2024-10-09,Checkout,Purchase,165.8
523,333,25,2023-08-25,Purchase,Purchase,543.3
656,333,36,2024-01-30,Homepage,View,530.6
507,333,42,2024-07-05,ProductPage,Drop-off,
297,334,3,2024-01-20,Checkout,Drop-off,
2910,334,12,2024-10-19,Checkout,Purchase,295.9
1211,334,24,2024-04-26,Checkout,Drop-off,
2767,334,30,2023-12-13,ProductPage,Drop-off,
270,334,50,2023-06-28,Homepage,Drop-off,
796,335,6,2024-10-24,Purchase,Purchase,284.8
1047,335,16,2024-06-23,Checkout,Purchase,214.5
2406,335,18,2023-09-11,Homepage,Click,251.8
2960,335,22,2024-09-22,ProductPage,Drop-off,
3016,335,25,2024-11-30,ProductPage,View,426.8
591,335,27,2024-02-17,Homepage,View,546.4
31,335,29,2024-01-12,Homepage,View,404.6
1695,335,47,2023-02-19,Checkout,Drop-off,
415,335,48,2023-03-23,Purchase,Purchase,346.8
3081,335,48,2024-01-20,Homepage,Click,172.4
1120,336,3,2024-03-27,Purchase,Purchase,190.6
1124,336,12,2024-11-30,Homepage,View,252.1
3212,336,14,2023-05-15,Homepage,View,350.6
3994,336,16,2023-10-27,ProductPage,AddToCart,55.3
1424,336,40,2023-01-18,Checkout,Drop-off,
1362,336,46,2024-08-24,Purchase,Purchase,147.6
3672,336,47,2024-07-30,Checkout,Purchase,473.1
2861,336,48,2023-06-30,Checkout,Drop-off,
146,337,10,2023-01-22,Purchase,Purchase,403.3
3933,337,14,2024-09-05,Homepage,Click,86.6
2078,337,28,2023-05-20,Homepage,View,537.2
726,337,30,2024-11-06,Homepage,View,556.7
2611,337,32,2024-06-22,Checkout,AddToCart,17.7
2773,337,36,2023-06-23,Checkout,Drop-off,
2019,337,47,2023-06-03,Purchase,Purchase,573.6
2933,337,47,2024-08-09,ProductPage,Drop-off,
3972,337,49,2024-10-25,ProductPage,Drop-off,
1370,337,50,2024-04-13,ProductPage,View,27.7
2870,338,4,2023-10-18,ProductPage,AddToCart,363.2
3202,338,6,2023-04-08,Purchase,Purchase,157.4
2246,338,17,2023-11-11,Purchase,Purchase,546.3
3868,338,17,2024-10-30,Homepage,View,166.1
2250,338,20,2024-02-08,Homepage,Drop-off,
2457,338,34,2023-03-13,Purchase,Purchase,111.4
135,338,35,2024-01-18,Checkout,Purchase,353.5
919,338,38,2023-02-04,Checkout,Drop-off,
